timepoint model testSet feature importance
8.5 full 5 metAtHourOfTheWeek 0.0485958139834
8.5 full 5 metAtDayOfTheWeek 0.0299647857075
8.5 full 5 metAtHourOfTheDay 0.053292264511
8.5 full 6 timeSpent 0.0740069239356
8.5 full 6 friends 0.072274944617
8.5 full 6 metAtHome 0.0010449579671
8.5 full 6 metAtUniversity 0.0137629124161
8.5 full 6 metAtThirdPlace 0.00201286117917
8.5 full 6 metAtOtherPlace 0.00329489391779
8.5 full 6 timeSpentAtHomeWith 0.000252287655184
8.5 full 6 timeSpentAtUniversityWith 0.0134338016263
8.5 full 6 timeSpentAtThirdPlaceWith 0.00152932433575
8.5 full 6 timeSpentAtOtherPlaceWith 0.002408530719
8.5 full 6 spatialTriadicClosure 0.0717642137385
8.5 full 6 candidatesSpatialTriadicClosure 0.00455159145217
8.5 full 6 numberOfPeople 0.0631043723881
8.5 full 6 jaccard 0.0459860794943
8.5 full 6 adamicAdar 0.0464606137919
8.5 full 6 PA 0.0987858586854
8.5 full 6 propScores 0.299518537671
8.5 full 6 resourceAllocation 0.0496131305684
8.5 full 6 metAtHourOfTheWeek 0.0467117303308
8.5 full 6 metAtDayOfTheWeek 0.0284354795235
8.5 full 6 metAtHourOfTheDay 0.0610469539874
8.5 full 7 timeSpent 0.0704699220649
8.5 full 7 friends 0.078867054425
8.5 full 7 metAtHome 0.00103775453015
8.5 full 7 metAtUniversity 0.0130799373822
8.5 full 7 metAtThirdPlace 0.00146512950338
8.5 full 7 metAtOtherPlace 0.00286863458066
8.5 full 7 timeSpentAtHomeWith 0.000240009942173
8.5 full 7 timeSpentAtUniversityWith 0.0139857364249
8.5 full 7 timeSpentAtThirdPlaceWith 0.000856555646105
8.5 full 7 timeSpentAtOtherPlaceWith 0.00221102715916
8.5 full 7 spatialTriadicClosure 0.0690224597794
8.5 full 7 candidatesSpatialTriadicClosure 0.00577018362095
8.5 full 7 numberOfPeople 0.0646547885626
8.5 full 7 jaccard 0.0418870618685
8.5 full 7 adamicAdar 0.0421714509005
8.5 full 7 PA 0.0944962897602
8.5 full 7 propScores 0.311919761887
8.5 full 7 resourceAllocation 0.0442053597935
8.5 full 7 metAtHourOfTheWeek 0.0492049491563
8.5 full 7 metAtDayOfTheWeek 0.0313948763621
8.5 full 7 metAtHourOfTheDay 0.0601910566507
8.5 full 8 timeSpent 0.0726088071972
8.5 full 8 friends 0.0729807304661
8.5 full 8 metAtHome 0.000622799459101
8.5 full 8 metAtUniversity 0.0150085453296
8.5 full 8 metAtThirdPlace 0.00173451551798
8.5 full 8 metAtOtherPlace 0.00269175004608
8.5 full 8 timeSpentAtHomeWith 0.000125635293759
8.5 full 8 timeSpentAtUniversityWith 0.014908896262
8.5 full 8 timeSpentAtThirdPlaceWith 0.00152438698225
8.5 full 8 timeSpentAtOtherPlaceWith 0.00277805910886
8.5 full 8 spatialTriadicClosure 0.0704354863966
8.5 full 8 candidatesSpatialTriadicClosure 0.00499676179876
8.5 full 8 numberOfPeople 0.067514636861
8.5 full 8 jaccard 0.043729857103
8.5 full 8 adamicAdar 0.0431593140243
8.5 full 8 PA 0.0965319291427
8.5 full 8 propScores 0.299382114752
8.5 full 8 resourceAllocation 0.0475182334604
8.5 full 8 metAtHourOfTheWeek 0.0498936772099
8.5 full 8 metAtDayOfTheWeek 0.0305958517531
8.5 full 8 metAtHourOfTheDay 0.0612580118349
8.5 full 9 timeSpent 0.073285990338
8.5 full 9 friends 0.073895072227
8.5 full 9 metAtHome 0.000643371710369
8.5 full 9 metAtUniversity 0.0141878816101
8.5 full 9 metAtThirdPlace 0.00199320940043
8.5 full 9 metAtOtherPlace 0.00280736431068
8.5 full 9 timeSpentAtHomeWith 0.000244122597771
8.5 full 9 timeSpentAtUniversityWith 0.0151871884664
8.5 full 9 timeSpentAtThirdPlaceWith 0.00135385194172
8.5 full 9 timeSpentAtOtherPlaceWith 0.00217877259002
8.5 full 9 spatialTriadicClosure 0.0691100667414
8.5 full 9 candidatesSpatialTriadicClosure 0.00482001083399
8.5 full 9 numberOfPeople 0.0634365301099
8.5 full 9 jaccard 0.0430363784606
8.5 full 9 adamicAdar 0.0446607616732
8.5 full 9 PA 0.0924102197472
8.5 full 9 propScores 0.31286675662
8.5 full 9 resourceAllocation 0.0469706072295
8.5 full 9 metAtHourOfTheWeek 0.0489517007706
8.5 full 9 metAtDayOfTheWeek 0.0285947429264
8.5 full 9 metAtHourOfTheDay 0.0593653996951
8.75 random 0 random 1.0
8.75 random 1 random 1.0
8.75 random 2 random 1.0
8.75 random 3 random 1.0
8.75 random 4 random 1.0
8.75 random 5 random 1.0
8.75 random 6 random 1.0
8.75 random 7 random 1.0
8.75 random 8 random 1.0
8.75 random 9 random 1.0
8.75 past 0 friends 1.0
8.75 past 1 friends 1.0
8.75 past 2 friends 1.0
8.75 past 3 friends 1.0
8.75 past 4 friends 1.0
8.75 past 5 friends 1.0
8.75 past 6 friends 1.0
8.75 past 7 friends 1.0
8.75 past 8 friends 1.0
8.75 past 9 friends 1.0
8.75 base 0 timeSpent 0.738266961346
8.75 base 0 friends 0.261733038654
8.75 base 1 timeSpent 0.757143386444
8.75 base 1 friends 0.242856613556
8.75 base 2 timeSpent 0.752618711401
8.75 base 2 friends 0.247381288599
8.75 base 3 timeSpent 0.759478461446
8.75 base 3 friends 0.240521538554
8.75 base 4 timeSpent 0.757118068192
8.75 base 4 friends 0.242881931808
8.75 base 5 timeSpent 0.739595871703
8.75 base 5 friends 0.260404128297
8.75 base 6 timeSpent 0.74417398467
8.75 base 6 friends 0.25582601533
8.75 base 7 timeSpent 0.736568517504
8.75 base 7 friends 0.263431482496
8.75 base 8 timeSpent 0.762012544979
8.75 base 8 friends 0.237987455021
8.75 base 9 timeSpent 0.757188454397
8.75 base 9 friends 0.242811545603
8.75 networkOnly 0 jaccard 0.0468163846322
8.75 networkOnly 0 adamicAdar 0.0329949255772
8.75 networkOnly 0 PA 0.110390901371
8.75 networkOnly 0 propScores 0.763875629675
8.75 networkOnly 0 resourceAllocation 0.0459221587441
8.75 networkOnly 1 jaccard 0.0576108639923
8.75 networkOnly 1 adamicAdar 0.0373652593137
8.75 networkOnly 1 PA 0.10828450851
8.75 networkOnly 1 propScores 0.751767198779
8.75 networkOnly 1 resourceAllocation 0.0449721694041
8.75 networkOnly 2 jaccard 0.0550701501811
8.75 networkOnly 2 adamicAdar 0.0380795735646
8.75 networkOnly 2 PA 0.110858431217
8.75 networkOnly 2 propScores 0.750726392093
8.75 networkOnly 2 resourceAllocation 0.0452654529444
8.75 networkOnly 3 jaccard 0.0564986429105
8.75 networkOnly 3 adamicAdar 0.0377948511202
8.75 networkOnly 3 PA 0.10586610239
8.75 networkOnly 3 propScores 0.754141172704
8.75 networkOnly 3 resourceAllocation 0.0456992308754
8.75 networkOnly 4 jaccard 0.0580367403597
8.75 networkOnly 4 adamicAdar 0.0362088839106
8.75 networkOnly 4 PA 0.103262663166
8.75 networkOnly 4 propScores 0.756437465169
8.75 networkOnly 4 resourceAllocation 0.0460542473946
8.75 networkOnly 5 jaccard 0.0563874360394
8.75 networkOnly 5 adamicAdar 0.0389904907332
8.75 networkOnly 5 PA 0.111309209545
8.75 networkOnly 5 propScores 0.749292900387
8.75 networkOnly 5 resourceAllocation 0.0440199632959
8.75 networkOnly 6 jaccard 0.0502860539075
8.75 networkOnly 6 adamicAdar 0.0327624597559
8.75 networkOnly 6 PA 0.107873638155
8.75 networkOnly 6 propScores 0.763796467602
8.75 networkOnly 6 resourceAllocation 0.0452813805797
8.75 networkOnly 7 jaccard 0.0487208366811
8.75 networkOnly 7 adamicAdar 0.0402882400865
8.75 networkOnly 7 PA 0.109025138811
8.75 networkOnly 7 propScores 0.754089399998
8.75 networkOnly 7 resourceAllocation 0.0478763844226
8.75 networkOnly 8 jaccard 0.0562214690159
8.75 networkOnly 8 adamicAdar 0.0380070632216
8.75 networkOnly 8 PA 0.115833529247
8.75 networkOnly 8 propScores 0.74154827197
8.75 networkOnly 8 resourceAllocation 0.0483896665455
8.75 networkOnly 9 jaccard 0.0574294129073
8.75 networkOnly 9 adamicAdar 0.0398600659875
8.75 networkOnly 9 PA 0.11257212295
8.75 networkOnly 9 propScores 0.745269211567
8.75 networkOnly 9 resourceAllocation 0.044869186588
8.75 network 0 timeSpent 0.215680585725
8.75 network 0 friends 0.111782313608
8.75 network 0 jaccard 0.0477571585083
8.75 network 0 adamicAdar 0.0356877685274
8.75 network 0 PA 0.0950554514319
8.75 network 0 propScores 0.451367572981
8.75 network 0 resourceAllocation 0.0426691492185
8.75 network 1 timeSpent 0.220192002393
8.75 network 1 friends 0.105959839809
8.75 network 1 jaccard 0.0563204671652
8.75 network 1 adamicAdar 0.0383899703756
8.75 network 1 PA 0.0975072793811
8.75 network 1 propScores 0.435722001886
8.75 network 1 resourceAllocation 0.045908438991
8.75 network 2 timeSpent 0.218668456536
8.75 network 2 friends 0.103532289247
8.75 network 2 jaccard 0.0538138522151
8.75 network 2 adamicAdar 0.0386146262201
8.75 network 2 PA 0.0987552148791
8.75 network 2 propScores 0.440649137473
8.75 network 2 resourceAllocation 0.0459664234296
8.75 network 3 timeSpent 0.22439706266
8.75 network 3 friends 0.109176933792
8.75 network 3 jaccard 0.0518580308456
8.75 network 3 adamicAdar 0.0395469618486
8.75 network 3 PA 0.0927863788582
8.75 network 3 propScores 0.436071323773
8.75 network 3 resourceAllocation 0.0461633082234
8.75 network 4 timeSpent 0.218199532139
8.75 network 4 friends 0.10602604514
8.75 network 4 jaccard 0.0545361341355
8.75 network 4 adamicAdar 0.0372433525915
8.75 network 4 PA 0.09242474549
8.75 network 4 propScores 0.442908865588
8.75 network 4 resourceAllocation 0.0486613249162
8.75 network 5 timeSpent 0.214377786823
8.75 network 5 friends 0.103436715737
8.75 network 5 jaccard 0.0555550929223
8.75 network 5 adamicAdar 0.0389124987923
8.75 network 5 PA 0.101913859021
8.75 network 5 propScores 0.439614804444
8.75 network 5 resourceAllocation 0.0461892422596
8.75 network 6 timeSpent 0.22293477187
8.75 network 6 friends 0.111077955898
8.75 network 6 jaccard 0.047839339974
8.75 network 6 adamicAdar 0.0360956486227
8.75 network 6 PA 0.100791073907
8.75 network 6 propScores 0.436795657878
8.75 network 6 resourceAllocation 0.0444655518494
8.75 network 7 timeSpent 0.212066164899
8.75 network 7 friends 0.111730313778
8.75 network 7 jaccard 0.0508646992763
8.75 network 7 adamicAdar 0.0410265686347
8.75 network 7 PA 0.0979908839992
8.75 network 7 propScores 0.440044586107
8.75 network 7 resourceAllocation 0.046276783306
8.75 network 8 timeSpent 0.222734943773
8.75 network 8 friends 0.104263489227
8.75 network 8 jaccard 0.0552081471918
8.75 network 8 adamicAdar 0.0388295506483
8.75 network 8 PA 0.105694694209
8.75 network 8 propScores 0.426243784813
8.75 network 8 resourceAllocation 0.0470253901379
8.75 network 9 timeSpent 0.219392637586
8.75 network 9 friends 0.104804301002
8.75 network 9 jaccard 0.0541613910176
8.75 network 9 adamicAdar 0.0389269633997
8.75 network 9 PA 0.101267818367
8.75 network 9 propScores 0.434386720949
8.75 network 9 resourceAllocation 0.0470601676784
8.75 time 0 timeSpent 0.273715548047
8.75 time 0 friends 0.253817220505
8.75 time 0 metAtHourOfTheWeek 0.174209887035
8.75 time 0 metAtDayOfTheWeek 0.0862032493961
8.75 time 0 metAtHourOfTheDay 0.212054095018
8.75 time 1 timeSpent 0.285377417797
8.75 time 1 friends 0.2404805569
8.75 time 1 metAtHourOfTheWeek 0.17708461624
8.75 time 1 metAtDayOfTheWeek 0.0913877400809
8.75 time 1 metAtHourOfTheDay 0.205669668981
8.75 time 2 timeSpent 0.27708226654
8.75 time 2 friends 0.246181766988
8.75 time 2 metAtHourOfTheWeek 0.174552632893
8.75 time 2 metAtDayOfTheWeek 0.0901058933891
8.75 time 2 metAtHourOfTheDay 0.212077440191
8.75 time 3 timeSpent 0.280708279873
8.75 time 3 friends 0.239649105385
8.75 time 3 metAtHourOfTheWeek 0.182317465396
8.75 time 3 metAtDayOfTheWeek 0.0895193982192
8.75 time 3 metAtHourOfTheDay 0.207805751127
8.75 time 4 timeSpent 0.286311243176
8.75 time 4 friends 0.238070603305
8.75 time 4 metAtHourOfTheWeek 0.178592192065
8.75 time 4 metAtDayOfTheWeek 0.0869697709986
8.75 time 4 metAtHourOfTheDay 0.210056190455
8.75 time 5 timeSpent 0.264773061556
8.75 time 5 friends 0.24650157196
8.75 time 5 metAtHourOfTheWeek 0.177857693113
8.75 time 5 metAtDayOfTheWeek 0.090689662906
8.75 time 5 metAtHourOfTheDay 0.220178010465
8.75 time 6 timeSpent 0.291746286007
8.75 time 6 friends 0.247346292954
8.75 time 6 metAtHourOfTheWeek 0.176500406199
8.75 time 6 metAtDayOfTheWeek 0.0875085514564
8.75 time 6 metAtHourOfTheDay 0.196898463383
8.75 time 7 timeSpent 0.278469588046
8.75 time 7 friends 0.256480942664
8.75 time 7 metAtHourOfTheWeek 0.169114808119
8.75 time 7 metAtDayOfTheWeek 0.0854438897172
8.75 time 7 metAtHourOfTheDay 0.210490771454
8.75 time 8 timeSpent 0.288670873338
8.75 time 8 friends 0.232818708557
8.75 time 8 metAtHourOfTheWeek 0.177486116101
8.75 time 8 metAtDayOfTheWeek 0.084258424515
8.75 time 8 metAtHourOfTheDay 0.216765877489
8.75 time 9 timeSpent 0.287236160671
8.75 time 9 friends 0.235436818535
8.75 time 9 metAtHourOfTheWeek 0.170224692658
8.75 time 9 metAtDayOfTheWeek 0.0901818542853
8.75 time 9 metAtHourOfTheDay 0.21692047385
8.75 social 0 timeSpent 0.254802514978
8.75 social 0 friends 0.248263299459
8.75 social 0 spatialTriadicClosure 0.217025992498
8.75 social 0 candidatesSpatialTriadicClosure 0.00993474618458
8.75 social 0 numberOfPeople 0.26997344688
8.75 social 1 timeSpent 0.272603183355
8.75 social 1 friends 0.238895223244
8.75 social 1 spatialTriadicClosure 0.212464302487
8.75 social 1 candidatesSpatialTriadicClosure 0.0133660065891
8.75 social 1 numberOfPeople 0.262671284324
8.75 social 2 timeSpent 0.268425906001
8.75 social 2 friends 0.236688151615
8.75 social 2 spatialTriadicClosure 0.212830609717
8.75 social 2 candidatesSpatialTriadicClosure 0.0122463980163
8.75 social 2 numberOfPeople 0.269808934651
8.75 social 3 timeSpent 0.26633189387
8.75 social 3 friends 0.235701186921
8.75 social 3 spatialTriadicClosure 0.217921075724
8.75 social 3 candidatesSpatialTriadicClosure 0.0106118203876
8.75 social 3 numberOfPeople 0.269434023097
8.75 social 4 timeSpent 0.265796575823
8.75 social 4 friends 0.236553627371
8.75 social 4 spatialTriadicClosure 0.214059294629
8.75 social 4 candidatesSpatialTriadicClosure 0.00986583813342
8.75 social 4 numberOfPeople 0.273724664044
8.75 social 5 timeSpent 0.26654430054
8.75 social 5 friends 0.244070785972
8.75 social 5 spatialTriadicClosure 0.196972964155
8.75 social 5 candidatesSpatialTriadicClosure 0.00910297033325
8.75 social 5 numberOfPeople 0.283308979
8.75 social 6 timeSpent 0.265397883373
8.75 social 6 friends 0.246523578078
8.75 social 6 spatialTriadicClosure 0.215221104082
8.75 social 6 candidatesSpatialTriadicClosure 0.0136213893457
8.75 social 6 numberOfPeople 0.259236045122
8.75 social 7 timeSpent 0.269825399314
8.75 social 7 friends 0.253265897375
8.75 social 7 spatialTriadicClosure 0.209357019619
8.75 social 7 candidatesSpatialTriadicClosure 0.0135917110766
8.75 social 7 numberOfPeople 0.253959972615
8.75 social 8 timeSpent 0.273134928041
8.75 social 8 friends 0.231551667653
8.75 social 8 spatialTriadicClosure 0.209061037061
8.75 social 8 candidatesSpatialTriadicClosure 0.0126778770031
8.75 social 8 numberOfPeople 0.273574490242
8.75 social 9 timeSpent 0.275946665255
8.75 social 9 friends 0.228273520227
8.75 social 9 spatialTriadicClosure 0.215840503639
8.75 social 9 candidatesSpatialTriadicClosure 0.0127961608751
8.75 social 9 numberOfPeople 0.267143150004
8.75 place 0 timeSpent 0.535369880786
8.75 place 0 friends 0.274293666362
8.75 place 0 metAtHome 0.00258090041576
8.75 place 0 metAtUniversity 0.0694681542506
8.75 place 0 metAtThirdPlace 0.00261886041727
8.75 place 0 metAtOtherPlace 0.0121906752932
8.75 place 0 timeSpentAtHomeWith 0.0
8.75 place 0 timeSpentAtUniversityWith 0.0885445691782
8.75 place 0 timeSpentAtThirdPlaceWith 0.00109457700493
8.75 place 0 timeSpentAtOtherPlaceWith 0.0138387162918
8.75 place 1 timeSpent 0.589257540719
8.75 place 1 friends 0.251830702466
8.75 place 1 metAtHome 0.00275098365377
8.75 place 1 metAtUniversity 0.058978555924
8.75 place 1 metAtThirdPlace 0.00272824466101
8.75 place 1 metAtOtherPlace 0.0107173212704
8.75 place 1 timeSpentAtHomeWith 4.00631703581e-05
8.75 place 1 timeSpentAtUniversityWith 0.0710699705823
8.75 place 1 timeSpentAtThirdPlaceWith 0.00123726676747
8.75 place 1 timeSpentAtOtherPlaceWith 0.0113893507857
8.75 place 2 timeSpent 0.578431931998
8.75 place 2 friends 0.263968035289
8.75 place 2 metAtHome 0.00278398671428
8.75 place 2 metAtUniversity 0.0605717834571
8.75 place 2 metAtThirdPlace 0.00210711398769
8.75 place 2 metAtOtherPlace 0.00977902920804
8.75 place 2 timeSpentAtHomeWith 4.30144375503e-05
8.75 place 2 timeSpentAtUniversityWith 0.0726425996955
8.75 place 2 timeSpentAtThirdPlaceWith 0.00113382572255
8.75 place 2 timeSpentAtOtherPlaceWith 0.00853867949087
8.75 place 3 timeSpent 0.565968270236
8.75 place 3 friends 0.254007429314
8.75 place 3 metAtHome 0.00235577776565
8.75 place 3 metAtUniversity 0.0668921389977
8.75 place 3 metAtThirdPlace 0.00256530867855
8.75 place 3 metAtOtherPlace 0.00960597934151
8.75 place 3 timeSpentAtHomeWith 3.83519225399e-05
8.75 place 3 timeSpentAtUniversityWith 0.0869788702443
8.75 place 3 timeSpentAtThirdPlaceWith 0.0011261955699
8.75 place 3 timeSpentAtOtherPlaceWith 0.0104616779294
8.75 place 4 timeSpent 0.565349501196
8.75 place 4 friends 0.256514761004
8.75 place 4 metAtHome 0.00272121680394
8.75 place 4 metAtUniversity 0.0651906019394
8.75 place 4 metAtThirdPlace 0.00264483580555
8.75 place 4 metAtOtherPlace 0.0111981510252
8.75 place 4 timeSpentAtHomeWith 4.31232766822e-05
8.75 place 4 timeSpentAtUniversityWith 0.0827455309229
8.75 place 4 timeSpentAtThirdPlaceWith 0.00105229106597
8.75 place 4 timeSpentAtOtherPlaceWith 0.0125399869612
8.75 place 5 timeSpent 0.558467247984
8.75 place 5 friends 0.257939228814
8.75 place 5 metAtHome 0.00221059422637
8.75 place 5 metAtUniversity 0.0681495436774
8.75 place 5 metAtThirdPlace 0.00260511869412
8.75 place 5 metAtOtherPlace 0.0124748652036
8.75 place 5 timeSpentAtHomeWith 4.29805489673e-05
8.75 place 5 timeSpentAtUniversityWith 0.0830475704461
8.75 place 5 timeSpentAtThirdPlaceWith 0.00142000452024
8.75 place 5 timeSpentAtOtherPlaceWith 0.0136428458852
8.75 place 6 timeSpent 0.560616030137
8.75 place 6 friends 0.264114777235
8.75 place 6 metAtHome 0.00264994901605
8.75 place 6 metAtUniversity 0.0621285794002
8.75 place 6 metAtThirdPlace 0.00188704001418
8.75 place 6 metAtOtherPlace 0.00972359356782
8.75 place 6 timeSpentAtHomeWith 3.92883299756e-05
8.75 place 6 timeSpentAtUniversityWith 0.0850329008068
8.75 place 6 timeSpentAtThirdPlaceWith 0.000924049301303
8.75 place 6 timeSpentAtOtherPlaceWith 0.0128837921926
8.75 place 7 timeSpent 0.58231435457
8.75 place 7 friends 0.266834976668
8.75 place 7 metAtHome 0.00277407943347
8.75 place 7 metAtUniversity 0.057950842445
8.75 place 7 metAtThirdPlace 8.32623120541e-05
8.75 place 7 metAtOtherPlace 0.0107132416845
8.75 place 7 timeSpentAtHomeWith 4.19548886835e-05
8.75 place 7 timeSpentAtUniversityWith 0.0727367583639
8.75 place 7 timeSpentAtThirdPlaceWith 6.12359791542e-05
8.75 place 7 timeSpentAtOtherPlaceWith 0.00648929365463
8.75 place 8 timeSpent 0.571000306474
8.75 place 8 friends 0.251285684243
8.75 place 8 metAtHome 0.00242554322594
8.75 place 8 metAtUniversity 0.0654929901431
8.75 place 8 metAtThirdPlace 0.00230995404811
8.75 place 8 metAtOtherPlace 0.0114040530367
8.75 place 8 timeSpentAtHomeWith 4.1243206275e-05
8.75 place 8 timeSpentAtUniversityWith 0.0836429907377
8.75 place 8 timeSpentAtThirdPlaceWith 0.00103947815629
8.75 place 8 timeSpentAtOtherPlaceWith 0.011357756729
8.75 place 9 timeSpent 0.578391371058
8.75 place 9 friends 0.25581682317
8.75 place 9 metAtHome 0.000179259838521
8.75 place 9 metAtUniversity 0.0586424939184
8.75 place 9 metAtThirdPlace 0.00188576374517
8.75 place 9 metAtOtherPlace 0.0102921130553
8.75 place 9 timeSpentAtHomeWith 3.98895255564e-05
8.75 place 9 timeSpentAtUniversityWith 0.0816709887705
8.75 place 9 timeSpentAtThirdPlaceWith 0.00120361997274
8.75 place 9 timeSpentAtOtherPlaceWith 0.0118776769457
8.75 timeSocialPlace 0 timeSpent 0.143059300266
8.75 timeSocialPlace 0 friends 0.223021310162
8.75 timeSocialPlace 0 metAtHome 0.000681472430952
8.75 timeSocialPlace 0 metAtUniversity 0.0329338246625
8.75 timeSocialPlace 0 metAtThirdPlace 0.000970432285282
8.75 timeSocialPlace 0 metAtOtherPlace 0.00589316422473
8.75 timeSocialPlace 0 timeSpentAtHomeWith 0.0
8.75 timeSocialPlace 0 timeSpentAtUniversityWith 0.0368241626438
8.75 timeSocialPlace 0 timeSpentAtThirdPlaceWith 0.00047079644762
8.75 timeSocialPlace 0 timeSpentAtOtherPlaceWith 0.00683194282027
8.75 timeSocialPlace 0 spatialTriadicClosure 0.122886343856
8.75 timeSocialPlace 0 candidatesSpatialTriadicClosure 0.00672358544121
8.75 timeSocialPlace 0 numberOfPeople 0.144156634529
8.75 timeSocialPlace 0 metAtHourOfTheWeek 0.103151763514
8.75 timeSocialPlace 0 metAtDayOfTheWeek 0.0536904394189
8.75 timeSocialPlace 0 metAtHourOfTheDay 0.118704827299
8.75 timeSocialPlace 1 timeSpent 0.151245674079
8.75 timeSocialPlace 1 friends 0.211103781045
8.75 timeSocialPlace 1 metAtHome 0.000629123151353
8.75 timeSocialPlace 1 metAtUniversity 0.0303750653053
8.75 timeSocialPlace 1 metAtThirdPlace 0.000976242668988
8.75 timeSocialPlace 1 metAtOtherPlace 0.00520726185539
8.75 timeSocialPlace 1 timeSpentAtHomeWith 1.38322265904e-05
8.75 timeSocialPlace 1 timeSpentAtUniversityWith 0.0337424318359
8.75 timeSocialPlace 1 timeSpentAtThirdPlaceWith 0.000417465314431
8.75 timeSocialPlace 1 timeSpentAtOtherPlaceWith 0.00540594206562
8.75 timeSocialPlace 1 spatialTriadicClosure 0.126742336063
8.75 timeSocialPlace 1 candidatesSpatialTriadicClosure 0.0111289784042
8.75 timeSocialPlace 1 numberOfPeople 0.141568930707
8.75 timeSocialPlace 1 metAtHourOfTheWeek 0.102299990733
8.75 timeSocialPlace 1 metAtDayOfTheWeek 0.0582174662512
8.75 timeSocialPlace 1 metAtHourOfTheDay 0.120925478294
8.75 timeSocialPlace 2 timeSpent 0.146667256273
8.75 timeSocialPlace 2 friends 0.214181627428
8.75 timeSocialPlace 2 metAtHome 0.000696526387805
8.75 timeSocialPlace 2 metAtUniversity 0.0302855643065
8.75 timeSocialPlace 2 metAtThirdPlace 0.00067814063631
8.75 timeSocialPlace 2 metAtOtherPlace 0.00439194657235
8.75 timeSocialPlace 2 timeSpentAtHomeWith 1.33098982994e-05
8.75 timeSocialPlace 2 timeSpentAtUniversityWith 0.0338752960762
8.75 timeSocialPlace 2 timeSpentAtThirdPlaceWith 0.00033202044447
8.75 timeSocialPlace 2 timeSpentAtOtherPlaceWith 0.0044941895502
8.75 timeSocialPlace 2 spatialTriadicClosure 0.122026935531
8.75 timeSocialPlace 2 candidatesSpatialTriadicClosure 0.00963151283428
8.75 timeSocialPlace 2 numberOfPeople 0.14202465424
8.75 timeSocialPlace 2 metAtHourOfTheWeek 0.105746776312
8.75 timeSocialPlace 2 metAtDayOfTheWeek 0.0572328906573
8.75 timeSocialPlace 2 metAtHourOfTheDay 0.127721352853
8.75 timeSocialPlace 3 timeSpent 0.155968337086
8.75 timeSocialPlace 3 friends 0.20295560609
8.75 timeSocialPlace 3 metAtHome 0.000884394338785
8.75 timeSocialPlace 3 metAtUniversity 0.0361715991423
8.75 timeSocialPlace 3 metAtThirdPlace 0.000722207856667
8.75 timeSocialPlace 3 metAtOtherPlace 0.00397980734242
8.75 timeSocialPlace 3 timeSpentAtHomeWith 1.20100780051e-05
8.75 timeSocialPlace 3 timeSpentAtUniversityWith 0.0387574308698
8.75 timeSocialPlace 3 timeSpentAtThirdPlaceWith 0.000324464408338
8.75 timeSocialPlace 3 timeSpentAtOtherPlaceWith 0.00468319091461
8.75 timeSocialPlace 3 spatialTriadicClosure 0.121664449655
8.75 timeSocialPlace 3 candidatesSpatialTriadicClosure 0.00809560165901
8.75 timeSocialPlace 3 numberOfPeople 0.137352828944
8.75 timeSocialPlace 3 metAtHourOfTheWeek 0.106299006868
8.75 timeSocialPlace 3 metAtDayOfTheWeek 0.0582918061212
8.75 timeSocialPlace 3 metAtHourOfTheDay 0.123837258626
8.75 timeSocialPlace 4 timeSpent 0.141972035994
8.75 timeSocialPlace 4 friends 0.214142374103
8.75 timeSocialPlace 4 metAtHome 0.000541792437402
8.75 timeSocialPlace 4 metAtUniversity 0.0324016414557
8.75 timeSocialPlace 4 metAtThirdPlace 0.000704167306395
8.75 timeSocialPlace 4 metAtOtherPlace 0.00581650674925
8.75 timeSocialPlace 4 timeSpentAtHomeWith 1.20790067003e-05
8.75 timeSocialPlace 4 timeSpentAtUniversityWith 0.0410616038921
8.75 timeSocialPlace 4 timeSpentAtThirdPlaceWith 0.000361367855299
8.75 timeSocialPlace 4 timeSpentAtOtherPlaceWith 0.00554630198829
8.75 timeSocialPlace 4 spatialTriadicClosure 0.123014545911
8.75 timeSocialPlace 4 candidatesSpatialTriadicClosure 0.00712452878751
8.75 timeSocialPlace 4 numberOfPeople 0.139022465717
8.75 timeSocialPlace 4 metAtHourOfTheWeek 0.108956036926
8.75 timeSocialPlace 4 metAtDayOfTheWeek 0.0574007149227
8.75 timeSocialPlace 4 metAtHourOfTheDay 0.121921836948
8.75 timeSocialPlace 5 timeSpent 0.144213230926
8.75 timeSocialPlace 5 friends 0.215950336944
8.75 timeSocialPlace 5 metAtHome 0.000602320483156
8.75 timeSocialPlace 5 metAtUniversity 0.0330765463133
8.75 timeSocialPlace 5 metAtThirdPlace 0.000679005577467
8.75 timeSocialPlace 5 metAtOtherPlace 0.00573617507604
8.75 timeSocialPlace 5 timeSpentAtHomeWith 1.19988214305e-05
8.75 timeSocialPlace 5 timeSpentAtUniversityWith 0.0354613182982
8.75 timeSocialPlace 5 timeSpentAtThirdPlaceWith 0.000403916135679
8.75 timeSocialPlace 5 timeSpentAtOtherPlaceWith 0.00801122649771
8.75 timeSocialPlace 5 spatialTriadicClosure 0.113771587543
8.75 timeSocialPlace 5 candidatesSpatialTriadicClosure 0.00732817985509
8.75 timeSocialPlace 5 numberOfPeople 0.143202612983
8.75 timeSocialPlace 5 metAtHourOfTheWeek 0.107357137245
8.75 timeSocialPlace 5 metAtDayOfTheWeek 0.0569807898888
8.75 timeSocialPlace 5 metAtHourOfTheDay 0.127213617413
8.75 timeSocialPlace 6 timeSpent 0.149388893696
8.75 timeSocialPlace 6 friends 0.214508311703
